Date,observations(m)
2022-06-06 03:14 PDT,3.82
2022-06-06 03:13 PDT,3.83
2022-06-06 03:12 PDT,3.83
2022-06-06 03:11 PDT,3.83
2022-06-06 03:10 PDT,3.83
2022-06-06 03:09 PDT,3.84
2022-06-06 03:08 PDT,3.85
2022-06-06 03:07 PDT,3.85
2022-06-06 03:06 PDT,3.86
2022-06-06 03:05 PDT,3.87
2022-06-06 03:04 PDT,3.87
2022-06-06 03:03 PDT,3.88
2022-06-06 03:02 PDT,3.88
2022-06-06 03:01 PDT,3.89
2022-06-06 03:00 PDT,3.89
2022-06-06 02:59 PDT,3.89
2022-06-06 02:58 PDT,3.9
2022-06-06 02:57 PDT,3.9
2022-06-06 02:56 PDT,3.91
2022-06-06 02:55 PDT,3.92
2022-06-06 02:54 PDT,3.93
2022-06-06 02:53 PDT,3.93
2022-06-06 02:52 PDT,3.94
2022-06-06 02:51 PDT,3.94
2022-06-06 02:50 PDT,3.95
2022-06-06 02:49 PDT,3.95
2022-06-06 02:48 PDT,3.95
2022-06-06 02:47 PDT,3.95
2022-06-06 02:46 PDT,3.96
2022-06-06 02:45 PDT,3.98
2022-06-06 02:44 PDT,3.98
2022-06-06 02:43 PDT,3.98
2022-06-06 02:42 PDT,3.99
2022-06-06 02:41 PDT,4
2022-06-06 02:40 PDT,4
2022-06-06 02:39 PDT,4.01
2022-06-06 02:38 PDT,4.01
2022-06-06 02:37 PDT,4.01
2022-06-06 02:36 PDT,4.02
2022-06-06 02:35 PDT,4.03
2022-06-06 02:34 PDT,4.03
2022-06-06 02:33 PDT,4.03
2022-06-06 02:32 PDT,4.03
2022-06-06 02:31 PDT,4.04
2022-06-06 02:30 PDT,4.05
2022-06-06 02:29 PDT,4.06
2022-06-06 02:28 PDT,4.06
2022-06-06 02:27 PDT,4.06
2022-06-06 02:26 PDT,4.07
2022-06-06 02:25 PDT,4.07
2022-06-06 02:24 PDT,4.07
2022-06-06 02:23 PDT,4.07
2022-06-06 02:22 PDT,4.08
2022-06-06 02:21 PDT,4.1
2022-06-06 02:20 PDT,4.1
2022-06-06 02:19 PDT,4.1
2022-06-06 02:18 PDT,4.11
2022-06-06 02:17 PDT,4.12
2022-06-06 02:16 PDT,4.12
2022-06-06 02:15 PDT,4.12
2022-06-06 02:14 PDT,4.13
2022-06-06 02:13 PDT,4.13
2022-06-06 02:12 PDT,4.14
2022-06-06 02:11 PDT,4.14
2022-06-06 02:10 PDT,4.15
2022-06-06 02:09 PDT,4.16
2022-06-06 02:08 PDT,4.16
2022-06-06 02:07 PDT,4.16
2022-06-06 02:06 PDT,4.17
2022-06-06 02:05 PDT,4.17
2022-06-06 02:04 PDT,4.18
2022-06-06 02:03 PDT,4.18
2022-06-06 02:02 PDT,4.18
2022-06-06 02:01 PDT,4.18
2022-06-06 02:00 PDT,4.19
2022-06-06 01:59 PDT,4.2
2022-06-06 01:58 PDT,4.21
2022-06-06 01:57 PDT,4.21
2022-06-06 01:56 PDT,4.22
2022-06-06 01:55 PDT,4.22
2022-06-06 01:54 PDT,4.23
2022-06-06 01:53 PDT,4.23
2022-06-06 01:52 PDT,4.24
2022-06-06 01:51 PDT,4.24
2022-06-06 01:50 PDT,4.25
2022-06-06 01:49 PDT,4.25
2022-06-06 01:48 PDT,4.25
2022-06-06 01:47 PDT,4.26
2022-06-06 01:46 PDT,4.26
2022-06-06 01:45 PDT,4.26
2022-06-06 01:44 PDT,4.27
2022-06-06 01:43 PDT,4.27
2022-06-06 01:42 PDT,4.28
2022-06-06 01:41 PDT,4.28
2022-06-06 01:40 PDT,4.29
2022-06-06 01:39 PDT,4.29
2022-06-06 01:38 PDT,4.3
2022-06-06 01:37 PDT,4.3
2022-06-06 01:36 PDT,4.3
2022-06-06 01:35 PDT,4.3
2022-06-06 01:34 PDT,4.31
2022-06-06 01:33 PDT,4.31
2022-06-06 01:32 PDT,4.31
2022-06-06 01:31 PDT,4.32
2022-06-06 01:30 PDT,4.33
2022-06-06 01:29 PDT,4.34
2022-06-06 01:28 PDT,4.34
2022-06-06 01:27 PDT,4.34
2022-06-06 01:26 PDT,4.34
2022-06-06 01:25 PDT,4.34
2022-06-06 01:24 PDT,4.34
2022-06-06 01:23 PDT,4.34
2022-06-06 01:22 PDT,4.35
2022-06-06 01:21 PDT,4.36
2022-06-06 01:20 PDT,4.37
2022-06-06 01:19 PDT,4.37
2022-06-06 01:18 PDT,4.36
2022-06-06 01:17 PDT,4.37
2022-06-06 01:16 PDT,4.37
2022-06-06 01:15 PDT,4.38
2022-06-06 01:14 PDT,4.38
2022-06-06 01:13 PDT,4.38
2022-06-06 01:12 PDT,4.39
2022-06-06 01:11 PDT,4.39
2022-06-06 01:10 PDT,4.39
2022-06-06 01:09 PDT,4.4
2022-06-06 01:08 PDT,4.4
2022-06-06 01:07 PDT,4.4
2022-06-06 01:06 PDT,4.39
2022-06-06 01:05 PDT,4.39
2022-06-06 01:04 PDT,4.41
2022-06-06 01:03 PDT,4.41
2022-06-06 01:02 PDT,4.41
2022-06-06 01:01 PDT,4.42
2022-06-06 01:00 PDT,4.42
2022-06-06 00:59 PDT,4.43
2022-06-06 00:58 PDT,4.43
2022-06-06 00:57 PDT,4.43
2022-06-06 00:56 PDT,4.43
2022-06-06 00:55 PDT,4.43
2022-06-06 00:54 PDT,4.44
2022-06-06 00:53 PDT,4.44
2022-06-06 00:52 PDT,4.45
2022-06-06 00:51 PDT,4.45
2022-06-06 00:50 PDT,4.44
2022-06-06 00:49 PDT,4.46
2022-06-06 00:48 PDT,4.46
2022-06-06 00:47 PDT,4.46
2022-06-06 00:46 PDT,4.45
2022-06-06 00:45 PDT,4.46
2022-06-06 00:44 PDT,4.46
2022-06-06 00:43 PDT,4.47
2022-06-06 00:42 PDT,4.47
2022-06-06 00:41 PDT,4.46
2022-06-06 00:40 PDT,4.47
2022-06-06 00:39 PDT,4.47
2022-06-06 00:38 PDT,4.47
2022-06-06 00:37 PDT,4.47
2022-06-06 00:36 PDT,4.47
2022-06-06 00:35 PDT,4.48
2022-06-06 00:34 PDT,4.48
2022-06-06 00:33 PDT,4.49
2022-06-06 00:32 PDT,4.49
2022-06-06 00:31 PDT,4.49
2022-06-06 00:30 PDT,4.49
2022-06-06 00:29 PDT,4.49
2022-06-06 00:28 PDT,4.5
2022-06-06 00:27 PDT,4.49
2022-06-06 00:26 PDT,4.49
2022-06-06 00:25 PDT,4.5
2022-06-06 00:24 PDT,4.5
2022-06-06 00:23 PDT,4.49
2022-06-06 00:22 PDT,4.5
2022-06-06 00:21 PDT,4.5
2022-06-06 00:20 PDT,4.51
2022-06-06 00:19 PDT,4.51
2022-06-06 00:18 PDT,4.5
2022-06-06 00:17 PDT,4.5
2022-06-06 00:16 PDT,4.5
2022-06-06 00:15 PDT,4.51
2022-06-06 00:14 PDT,4.52
2022-06-06 00:13 PDT,4.51
2022-06-06 00:12 PDT,4.51
2022-06-06 00:11 PDT,4.51
2022-06-06 00:10 PDT,4.51
2022-06-06 00:09 PDT,4.52
2022-06-06 00:08 PDT,4.52
2022-06-06 00:07 PDT,4.53
2022-06-06 00:06 PDT,4.53
2022-06-06 00:05 PDT,4.52
2022-06-06 00:04 PDT,4.52
2022-06-06 00:03 PDT,4.54
2022-06-06 00:02 PDT,4.54
2022-06-06 00:01 PDT,4.54
2022-06-06 00:00 PDT,4.53
2022-06-05 23:59 PDT,4.53
2022-06-05 23:58 PDT,4.54
2022-06-05 23:57 PDT,4.54
2022-06-05 23:56 PDT,4.54
2022-06-05 23:55 PDT,4.55
2022-06-05 23:54 PDT,4.55
2022-06-05 23:53 PDT,4.54
2022-06-05 23:52 PDT,4.54
2022-06-05 23:51 PDT,4.53
2022-06-05 23:50 PDT,4.53
2022-06-05 23:49 PDT,4.53
2022-06-05 23:48 PDT,4.53
2022-06-05 23:47 PDT,4.54
2022-06-05 23:46 PDT,4.55
2022-06-05 23:45 PDT,4.53
2022-06-05 23:44 PDT,4.52
2022-06-05 23:43 PDT,4.52
2022-06-05 23:42 PDT,4.54
2022-06-05 23:41 PDT,4.54
2022-06-05 23:40 PDT,4.54
2022-06-05 23:39 PDT,4.53
2022-06-05 23:38 PDT,4.53
2022-06-05 23:37 PDT,4.53
2022-06-05 23:36 PDT,4.54
2022-06-05 23:35 PDT,4.54
2022-06-05 23:34 PDT,4.53
2022-06-05 23:33 PDT,4.53
2022-06-05 23:32 PDT,4.53
2022-06-05 23:31 PDT,4.53
2022-06-05 23:30 PDT,4.53
2022-06-05 23:29 PDT,4.53
2022-06-05 23:28 PDT,4.52
2022-06-05 23:27 PDT,4.51
2022-06-05 23:26 PDT,4.51
2022-06-05 23:25 PDT,4.53
2022-06-05 23:24 PDT,4.53
2022-06-05 23:23 PDT,4.52
2022-06-05 23:22 PDT,4.52
2022-06-05 23:21 PDT,4.52
2022-06-05 23:20 PDT,4.52
2022-06-05 23:19 PDT,4.51
2022-06-05 23:18 PDT,4.51
2022-06-05 23:17 PDT,4.51
2022-06-05 23:16 PDT,4.51
2022-06-05 23:15 PDT,4.51
2022-06-05 23:14 PDT,4.5
2022-06-05 23:13 PDT,4.5
2022-06-05 23:12 PDT,4.49
2022-06-05 23:11 PDT,4.49
2022-06-05 23:10 PDT,4.49
2022-06-05 23:09 PDT,4.49
2022-06-05 23:08 PDT,4.49
2022-06-05 23:07 PDT,4.48
2022-06-05 23:06 PDT,4.48
2022-06-05 23:05 PDT,4.47
2022-06-05 23:04 PDT,4.48
2022-06-05 23:03 PDT,4.48
2022-06-05 23:02 PDT,4.47
2022-06-05 23:01 PDT,4.46
2022-06-05 23:00 PDT,4.46
2022-06-05 22:59 PDT,4.46
2022-06-05 22:58 PDT,4.45
2022-06-05 22:57 PDT,4.45
2022-06-05 22:56 PDT,4.45
2022-06-05 22:55 PDT,4.44
2022-06-05 22:54 PDT,4.44
2022-06-05 22:53 PDT,4.43
2022-06-05 22:52 PDT,4.43
2022-06-05 22:51 PDT,4.42
2022-06-05 22:50 PDT,4.41
2022-06-05 22:49 PDT,4.42
2022-06-05 22:48 PDT,4.42
2022-06-05 22:47 PDT,4.42
2022-06-05 22:46 PDT,4.41
2022-06-05 22:45 PDT,4.4
2022-06-05 22:44 PDT,4.4
2022-06-05 22:43 PDT,4.39
2022-06-05 22:42 PDT,4.39
2022-06-05 22:41 PDT,4.38
2022-06-05 22:40 PDT,4.38
2022-06-05 22:39 PDT,4.38
2022-06-05 22:38 PDT,4.38
2022-06-05 22:37 PDT,4.38
2022-06-05 22:36 PDT,4.36
2022-06-05 22:35 PDT,4.36
2022-06-05 22:34 PDT,4.36
2022-06-05 22:33 PDT,4.35
2022-06-05 22:32 PDT,4.35
2022-06-05 22:31 PDT,4.34
2022-06-05 22:30 PDT,4.34
2022-06-05 22:29 PDT,4.34
2022-06-05 22:28 PDT,4.33
2022-06-05 22:27 PDT,4.32
2022-06-05 22:26 PDT,4.31
2022-06-05 22:25 PDT,4.31
2022-06-05 22:24 PDT,4.3
2022-06-05 22:23 PDT,4.29
2022-06-05 22:22 PDT,4.29
2022-06-05 22:21 PDT,4.28
2022-06-05 22:20 PDT,4.28
2022-06-05 22:19 PDT,4.28
2022-06-05 22:18 PDT,4.27
2022-06-05 22:17 PDT,4.25
2022-06-05 22:16 PDT,4.25
2022-06-05 22:15 PDT,4.25
2022-06-05 22:14 PDT,4.23
2022-06-05 22:13 PDT,4.23
2022-06-05 22:12 PDT,4.22
2022-06-05 22:11 PDT,4.22
2022-06-05 22:10 PDT,4.22
2022-06-05 22:09 PDT,4.21
2022-06-05 22:08 PDT,4.2
2022-06-05 22:07 PDT,4.19
2022-06-05 22:06 PDT,4.19
2022-06-05 22:05 PDT,4.18
2022-06-05 22:04 PDT,4.17
2022-06-05 22:03 PDT,4.17
2022-06-05 22:02 PDT,4.16
2022-06-05 22:01 PDT,4.16
2022-06-05 22:00 PDT,4.15
2022-06-05 21:59 PDT,4.15
2022-06-05 21:58 PDT,4.14
2022-06-05 21:57 PDT,4.14
2022-06-05 21:56 PDT,4.13
2022-06-05 21:55 PDT,4.12
2022-06-05 21:54 PDT,4.11
2022-06-05 21:53 PDT,4.1
2022-06-05 21:52 PDT,4.09
2022-06-05 21:51 PDT,4.1
2022-06-05 21:50 PDT,4.1
2022-06-05 21:49 PDT,4.09
2022-06-05 21:48 PDT,4.07
2022-06-05 21:47 PDT,4.06
2022-06-05 21:46 PDT,4.05
2022-06-05 21:45 PDT,4.04
2022-06-05 21:44 PDT,4.03
2022-06-05 21:43 PDT,4.03
2022-06-05 21:42 PDT,4.03
2022-06-05 21:41 PDT,4.02
2022-06-05 21:40 PDT,4.01
2022-06-05 21:39 PDT,4.01
2022-06-05 21:38 PDT,4.01
2022-06-05 21:37 PDT,3.99
2022-06-05 21:36 PDT,3.98
2022-06-05 21:35 PDT,3.97
2022-06-05 21:34 PDT,3.96
2022-06-05 21:33 PDT,3.95
2022-06-05 21:32 PDT,3.95
2022-06-05 21:31 PDT,3.95
2022-06-05 21:30 PDT,3.94
2022-06-05 21:29 PDT,3.93
2022-06-05 21:28 PDT,3.92
2022-06-05 21:27 PDT,3.91
2022-06-05 21:26 PDT,3.9
2022-06-05 21:25 PDT,3.89
2022-06-05 21:24 PDT,3.89
2022-06-05 21:23 PDT,3.89
2022-06-05 21:22 PDT,3.87
2022-06-05 21:21 PDT,3.86
2022-06-05 21:20 PDT,3.85
2022-06-05 21:19 PDT,3.84
2022-06-05 21:18 PDT,3.84
2022-06-05 21:17 PDT,3.83
2022-06-05 21:16 PDT,3.82
2022-06-05 21:15 PDT,3.82
2022-06-05 21:14 PDT,3.81
2022-06-05 21:13 PDT,3.8
2022-06-05 21:12 PDT,3.8
2022-06-05 21:11 PDT,3.79
2022-06-05 21:10 PDT,3.78
2022-06-05 21:09 PDT,3.76
2022-06-05 21:08 PDT,3.76
2022-06-05 21:07 PDT,3.75
2022-06-05 21:06 PDT,3.74
2022-06-05 21:05 PDT,3.73
2022-06-05 21:04 PDT,3.72
2022-06-05 21:03 PDT,3.71
2022-06-05 21:02 PDT,3.7
2022-06-05 21:01 PDT,3.69
2022-06-05 21:00 PDT,3.69
2022-06-05 20:59 PDT,3.68
2022-06-05 20:58 PDT,3.67
2022-06-05 20:57 PDT,3.67
2022-06-05 20:56 PDT,3.66
2022-06-05 20:55 PDT,3.66
2022-06-05 20:54 PDT,3.65
2022-06-05 20:53 PDT,3.64
2022-06-05 20:52 PDT,3.62
2022-06-05 20:51 PDT,3.61
2022-06-05 20:50 PDT,3.61
2022-06-05 20:49 PDT,3.6
2022-06-05 20:48 PDT,3.58
2022-06-05 20:47 PDT,3.57
2022-06-05 20:46 PDT,3.56
2022-06-05 20:45 PDT,3.55
2022-06-05 20:44 PDT,3.54
2022-06-05 20:43 PDT,3.54
2022-06-05 20:42 PDT,3.52
2022-06-05 20:41 PDT,3.52
2022-06-05 20:40 PDT,3.51
2022-06-05 20:39 PDT,3.51
2022-06-05 20:38 PDT,3.49
2022-06-05 20:37 PDT,3.48
2022-06-05 20:36 PDT,3.47
2022-06-05 20:35 PDT,3.46
2022-06-05 20:34 PDT,3.45
2022-06-05 20:33 PDT,3.45
2022-06-05 20:32 PDT,3.43
2022-06-05 20:31 PDT,3.42
2022-06-05 20:30 PDT,3.42
2022-06-05 20:29 PDT,3.42
2022-06-05 20:28 PDT,3.4
2022-06-05 20:27 PDT,3.39
2022-06-05 20:26 PDT,3.37
2022-06-05 20:25 PDT,3.36
2022-06-05 20:24 PDT,3.35
2022-06-05 20:23 PDT,3.33
2022-06-05 20:22 PDT,3.33
2022-06-05 20:21 PDT,3.32
2022-06-05 20:20 PDT,3.31
2022-06-05 20:19 PDT,3.29
2022-06-05 20:18 PDT,3.29
2022-06-05 20:17 PDT,3.28
2022-06-05 20:16 PDT,3.27
2022-06-05 20:15 PDT,3.26
2022-06-05 20:14 PDT,3.26
2022-06-05 20:13 PDT,3.25
2022-06-05 20:12 PDT,3.23
2022-06-05 20:11 PDT,3.22
2022-06-05 20:10 PDT,3.22
2022-06-05 20:09 PDT,3.2
2022-06-05 20:08 PDT,3.19
2022-06-05 20:07 PDT,3.18
2022-06-05 20:06 PDT,3.17
2022-06-05 20:05 PDT,3.16
2022-06-05 20:04 PDT,3.15
2022-06-05 20:03 PDT,3.14
2022-06-05 20:02 PDT,3.13
2022-06-05 20:01 PDT,3.13
2022-06-05 20:00 PDT,3.11
2022-06-05 19:59 PDT,3.1
2022-06-05 19:58 PDT,3.09
2022-06-05 19:57 PDT,3.08
2022-06-05 19:56 PDT,3.07
2022-06-05 19:55 PDT,3.06
2022-06-05 19:54 PDT,3.05
2022-06-05 19:53 PDT,3.04
2022-06-05 19:52 PDT,3.03
2022-06-05 19:51 PDT,3.02
2022-06-05 19:50 PDT,3.01
2022-06-05 19:49 PDT,3
2022-06-05 19:48 PDT,2.99
2022-06-05 19:47 PDT,2.98
2022-06-05 19:46 PDT,2.97
2022-06-05 19:45 PDT,2.96
2022-06-05 19:44 PDT,2.95
2022-06-05 19:43 PDT,2.93
2022-06-05 19:42 PDT,2.92
2022-06-05 19:41 PDT,2.92
2022-06-05 19:40 PDT,2.91
2022-06-05 19:39 PDT,2.9
2022-06-05 19:38 PDT,2.88
2022-06-05 19:37 PDT,2.87
2022-06-05 19:36 PDT,2.86
2022-06-05 19:35 PDT,2.85
2022-06-05 19:34 PDT,2.84
2022-06-05 19:33 PDT,2.83
2022-06-05 19:32 PDT,2.82
2022-06-05 19:31 PDT,2.81
2022-06-05 19:30 PDT,2.8
2022-06-05 19:29 PDT,2.79
2022-06-05 19:28 PDT,2.78
2022-06-05 19:27 PDT,2.78
2022-06-05 19:26 PDT,2.77
2022-06-05 19:25 PDT,2.75
2022-06-05 19:24 PDT,2.74
2022-06-05 19:23 PDT,2.73
2022-06-05 19:22 PDT,2.72
2022-06-05 19:21 PDT,2.71
2022-06-05 19:20 PDT,2.71
2022-06-05 19:19 PDT,2.7
2022-06-05 19:18 PDT,2.69
2022-06-05 19:17 PDT,2.68
2022-06-05 19:16 PDT,2.67
2022-06-05 19:15 PDT,2.66
2022-06-05 19:14 PDT,2.65
2022-06-05 19:13 PDT,2.64
2022-06-05 19:12 PDT,2.63
2022-06-05 19:11 PDT,2.62
2022-06-05 19:10 PDT,2.61
2022-06-05 19:09 PDT,2.6
2022-06-05 19:08 PDT,2.59
2022-06-05 19:07 PDT,2.58
2022-06-05 19:06 PDT,2.57
2022-06-05 19:05 PDT,2.56
2022-06-05 19:04 PDT,2.55
2022-06-05 19:03 PDT,2.54
2022-06-05 19:02 PDT,2.53
2022-06-05 19:01 PDT,2.52
2022-06-05 19:00 PDT,2.52
2022-06-05 18:59 PDT,2.5
2022-06-05 18:58 PDT,2.49
2022-06-05 18:57 PDT,2.48
2022-06-05 18:56 PDT,2.48
2022-06-05 18:55 PDT,2.47
2022-06-05 18:54 PDT,2.45
2022-06-05 18:53 PDT,2.45
2022-06-05 18:52 PDT,2.44
2022-06-05 18:51 PDT,2.44
2022-06-05 18:50 PDT,2.43
2022-06-05 18:49 PDT,2.42
2022-06-05 18:48 PDT,2.41
2022-06-05 18:47 PDT,2.4
2022-06-05 18:46 PDT,2.39
2022-06-05 18:45 PDT,2.38
2022-06-05 18:44 PDT,2.36
2022-06-05 18:43 PDT,2.35
2022-06-05 18:42 PDT,2.35
2022-06-05 18:41 PDT,2.35
2022-06-05 18:40 PDT,2.34
2022-06-05 18:39 PDT,2.33
2022-06-05 18:38 PDT,2.32
2022-06-05 18:37 PDT,2.31
2022-06-05 18:36 PDT,2.3
2022-06-05 18:35 PDT,2.29
2022-06-05 18:34 PDT,2.28
2022-06-05 18:33 PDT,2.28
2022-06-05 18:32 PDT,2.27
2022-06-05 18:31 PDT,2.26
2022-06-05 18:30 PDT,2.25
2022-06-05 18:29 PDT,2.24
2022-06-05 18:28 PDT,2.23
2022-06-05 18:27 PDT,2.23
2022-06-05 18:26 PDT,2.22
2022-06-05 18:25 PDT,2.22
2022-06-05 18:24 PDT,2.21
2022-06-05 18:23 PDT,2.2
2022-06-05 18:22 PDT,2.19
2022-06-05 18:21 PDT,2.18
2022-06-05 18:20 PDT,2.17
2022-06-05 18:19 PDT,2.17
2022-06-05 18:18 PDT,2.16
2022-06-05 18:17 PDT,2.15
2022-06-05 18:16 PDT,2.14
2022-06-05 18:15 PDT,2.13
2022-06-05 18:14 PDT,2.13
2022-06-05 18:13 PDT,2.12
2022-06-05 18:12 PDT,2.11
2022-06-05 18:11 PDT,2.1
2022-06-05 18:10 PDT,2.1
2022-06-05 18:09 PDT,2.09
2022-06-05 18:08 PDT,2.08
2022-06-05 18:07 PDT,2.07
2022-06-05 18:06 PDT,2.06
2022-06-05 18:05 PDT,2.06
2022-06-05 18:04 PDT,2.05
2022-06-05 18:03 PDT,2.05
2022-06-05 18:02 PDT,2.04
2022-06-05 18:01 PDT,2.03
2022-06-05 18:00 PDT,2.02
2022-06-05 17:59 PDT,2.02
2022-06-05 17:58 PDT,2.01
2022-06-05 17:57 PDT,2
2022-06-05 17:56 PDT,2
2022-06-05 17:55 PDT,1.99
2022-06-05 17:54 PDT,1.98
2022-06-05 17:53 PDT,1.98
2022-06-05 17:52 PDT,1.97
2022-06-05 17:51 PDT,1.97
2022-06-05 17:50 PDT,1.96
2022-06-05 17:49 PDT,1.95
2022-06-05 17:48 PDT,1.94
2022-06-05 17:47 PDT,1.94
2022-06-05 17:46 PDT,1.93
2022-06-05 17:45 PDT,1.92
2022-06-05 17:44 PDT,1.92
2022-06-05 17:43 PDT,1.91
2022-06-05 17:42 PDT,1.91
2022-06-05 17:41 PDT,1.9
2022-06-05 17:40 PDT,1.89
2022-06-05 17:39 PDT,1.88
2022-06-05 17:38 PDT,1.88
2022-06-05 17:37 PDT,1.87
2022-06-05 17:36 PDT,1.87
2022-06-05 17:35 PDT,1.86
2022-06-05 17:34 PDT,1.85
2022-06-05 17:33 PDT,1.84
2022-06-05 17:32 PDT,1.84
2022-06-05 17:31 PDT,1.84
2022-06-05 17:30 PDT,1.83
2022-06-05 17:29 PDT,1.82
2022-06-05 17:28 PDT,1.82
2022-06-05 17:27 PDT,1.81
2022-06-05 17:26 PDT,1.8
2022-06-05 17:25 PDT,1.8
2022-06-05 17:24 PDT,1.79
2022-06-05 17:23 PDT,1.78
2022-06-05 17:22 PDT,1.79
2022-06-05 17:21 PDT,1.78
2022-06-05 17:20 PDT,1.78
2022-06-05 17:19 PDT,1.77
2022-06-05 17:18 PDT,1.76
2022-06-05 17:17 PDT,1.76
2022-06-05 17:16 PDT,1.75
2022-06-05 17:15 PDT,1.74
2022-06-05 17:14 PDT,1.74
2022-06-05 17:13 PDT,1.73
2022-06-05 17:12 PDT,1.72
2022-06-05 17:11 PDT,1.71
2022-06-05 17:10 PDT,1.72
2022-06-05 17:09 PDT,1.71
2022-06-05 17:08 PDT,1.71
2022-06-05 17:07 PDT,1.7
2022-06-05 17:06 PDT,1.7
2022-06-05 17:05 PDT,1.7
2022-06-05 17:04 PDT,1.69
2022-06-05 17:03 PDT,1.69
2022-06-05 17:02 PDT,1.68
2022-06-05 17:01 PDT,1.68
2022-06-05 17:00 PDT,1.67
2022-06-05 16:59 PDT,1.67
2022-06-05 16:58 PDT,1.66
2022-06-05 16:57 PDT,1.66
2022-06-05 16:56 PDT,1.66
2022-06-05 16:55 PDT,1.65
2022-06-05 16:54 PDT,1.65
2022-06-05 16:53 PDT,1.64
2022-06-05 16:52 PDT,1.64
2022-06-05 16:51 PDT,1.64
2022-06-05 16:50 PDT,1.63
2022-06-05 16:49 PDT,1.63
2022-06-05 16:48 PDT,1.62
2022-06-05 16:47 PDT,1.62
2022-06-05 16:46 PDT,1.61
2022-06-05 16:45 PDT,1.61
2022-06-05 16:44 PDT,1.61
2022-06-05 16:43 PDT,1.6
2022-06-05 16:42 PDT,1.6
2022-06-05 16:41 PDT,1.6
2022-06-05 16:40 PDT,1.6
2022-06-05 16:39 PDT,1.6
2022-06-05 16:38 PDT,1.59
2022-06-05 16:37 PDT,1.59
2022-06-05 16:36 PDT,1.58
2022-06-05 16:35 PDT,1.58
2022-06-05 16:34 PDT,1.58
2022-06-05 16:33 PDT,1.57
2022-06-05 16:32 PDT,1.57
2022-06-05 16:31 PDT,1.57
2022-06-05 16:30 PDT,1.57
2022-06-05 16:29 PDT,1.57
2022-06-05 16:28 PDT,1.56
2022-06-05 16:27 PDT,1.56
2022-06-05 16:26 PDT,1.56
2022-06-05 16:25 PDT,1.56
2022-06-05 16:24 PDT,1.55
2022-06-05 16:23 PDT,1.55
2022-06-05 16:22 PDT,1.54
2022-06-05 16:21 PDT,1.54
2022-06-05 16:20 PDT,1.54
2022-06-05 16:19 PDT,1.54
2022-06-05 16:18 PDT,1.54
2022-06-05 16:17 PDT,1.54
2022-06-05 16:16 PDT,1.54
2022-06-05 16:15 PDT,1.54
2022-06-05 16:14 PDT,1.53
2022-06-05 16:13 PDT,1.53
2022-06-05 16:12 PDT,1.53
2022-06-05 16:11 PDT,1.53
2022-06-05 16:10 PDT,1.53
2022-06-05 16:09 PDT,1.54
2022-06-05 16:08 PDT,1.54
2022-06-05 16:07 PDT,1.54
2022-06-05 16:06 PDT,1.54
2022-06-05 16:05 PDT,1.53
2022-06-05 16:04 PDT,1.53
2022-06-05 16:03 PDT,1.53
2022-06-05 16:02 PDT,1.53
2022-06-05 16:01 PDT,1.53
2022-06-05 16:00 PDT,1.53
2022-06-05 15:59 PDT,1.53
2022-06-05 15:58 PDT,1.53
2022-06-05 15:57 PDT,1.53
2022-06-05 15:56 PDT,1.53
2022-06-05 15:55 PDT,1.53
2022-06-05 15:54 PDT,1.53
2022-06-05 15:53 PDT,1.53
2022-06-05 15:52 PDT,1.54
2022-06-05 15:51 PDT,1.53
2022-06-05 15:50 PDT,1.53
2022-06-05 15:49 PDT,1.53
2022-06-05 15:48 PDT,1.53
2022-06-05 15:47 PDT,1.54
2022-06-05 15:46 PDT,1.54
2022-06-05 15:45 PDT,1.54
2022-06-05 15:44 PDT,1.53
2022-06-05 15:43 PDT,1.53
2022-06-05 15:42 PDT,1.53
2022-06-05 15:41 PDT,1.54
2022-06-05 15:40 PDT,1.53
2022-06-05 15:39 PDT,1.53
2022-06-05 15:38 PDT,1.53
2022-06-05 15:37 PDT,1.54
2022-06-05 15:36 PDT,1.54
2022-06-05 15:35 PDT,1.54
2022-06-05 15:34 PDT,1.54
2022-06-05 15:33 PDT,1.54
2022-06-05 15:32 PDT,1.54
2022-06-05 15:31 PDT,1.55
2022-06-05 15:30 PDT,1.55
2022-06-05 15:29 PDT,1.55
2022-06-05 15:28 PDT,1.56
2022-06-05 15:27 PDT,1.56
2022-06-05 15:26 PDT,1.56
2022-06-05 15:25 PDT,1.57
2022-06-05 15:24 PDT,1.57
2022-06-05 15:23 PDT,1.57
2022-06-05 15:22 PDT,1.57
2022-06-05 15:21 PDT,1.57
2022-06-05 15:20 PDT,1.58
2022-06-05 15:19 PDT,1.58
2022-06-05 15:18 PDT,1.58
2022-06-05 15:17 PDT,1.58
2022-06-05 15:16 PDT,1.58
2022-06-05 15:15 PDT,1.59
2022-06-05 15:14 PDT,1.6
2022-06-05 15:13 PDT,1.6
2022-06-05 15:12 PDT,1.6
2022-06-05 15:11 PDT,1.6
2022-06-05 15:10 PDT,1.6
2022-06-05 15:09 PDT,1.6
2022-06-05 15:08 PDT,1.6
2022-06-05 15:07 PDT,1.61
2022-06-05 15:06 PDT,1.61
2022-06-05 15:05 PDT,1.62
2022-06-05 15:04 PDT,1.62
2022-06-05 15:03 PDT,1.62
2022-06-05 15:02 PDT,1.63
2022-06-05 15:01 PDT,1.63
2022-06-05 15:00 PDT,1.63
2022-06-05 14:59 PDT,1.64
